Stem_Pathlength_(um);basic;66.5964916710779 20.771350461633446 20.771350461633446 30.23003891773176 12.4213928365542 12.4213928365542 55.34788941514016 35.294956261237296 15.182687509133553 15.182687509133553 98.06859743137949 52.59603859512463 196.85205015462128 16.144367438831413 16.144367438831413 20.25897267878011 40.302666733134885 23.064748808671673 13.745708421176408 13.745708421176408 47.95530182730721 25.466679821107984 15.479360451904983 15.479360451904983 33.28605844775217 44.19357857195617 15.731020310202387 15.731020310202387 31.46914424029745 49.22065268653688 19.449401019054545 19.449401019054545 47.022702863636155 40.17444440291747 16.627212634714216 16.627212634714216 59.30824451134654 61.380093873176456 13.57710941253697 13.57710941253697 95.59490279439466 68.5741259146816 94.97113008767872 20.15561956378419 20.15561956378419 35.49882482370292 14.83884092508576 14.83884092508576 52.73106275147659 127.57774377320445 22.59234383591043 22.59234383591043 34.988834921620224 11.931571564550916 11.931571564550916 35.073669211855545 14.077606330623116 14.077606330623116 55.288641611510684 10.853354320209029 10.853354320209029 71.12854712968716 14.051765013691341 14.051765013691341 31.724933184809757 13.048747066289545 13.048747066289545 95.03039099057433 16.215850270645692 16.215850270645692 89.22951318821768 98.78873373262803 11.35109686329916 11.35109686329916 49.44991276642948 14.10359528630909 14.10359528630909 54.47170440680822 19.932553775168902 19.932553775168902 36.11672320273773 122.14252671491354 28.76428028928905 18.02259415289597 18.02259415289597
