Stem_Pathlength_(um);basic;46.74919356270831 40.907946301782154 39.739752252615645 35.19912486020317 50.199540880359365 34.90713812498807 20.771350461633446 20.771350461633446 25.353705057308957 30.398563299239015 41.50558918802799 12.4213928365542 12.4213928365542 35.53906173364555 46.713382552421656 36.14761660267751 21.364620132963736 15.182687509133553 15.182687509133553 115.6920984742841 46.1822182181816 30.534399284668417 25.370017521244115 22.406880600109766 60.56648687962034 20.973303554237088 16.144367438831413 16.144367438831413 38.20558578698783 120.84441001253509 86.24190249806557 13.745708421176408 13.745708421176408 71.3485311160199 55.37474016824378 47.2188438889967 15.479360451904983 15.479360451904983 41.99438598072214 39.41832960299526 32.82618740437776 15.731020310202387 15.731020310202387 57.05294994153386 61.392247108324895 60.06429721411328 19.449401019054545 19.449401019054545 41.2937278445251 25.130221893172003 23.582256598770627 21.99586475457541 16.627212634714216 16.627212634714216 23.113054285876103 30.619964350733866 28.123385692413883 13.57710941253697 13.57710941253697 23.531582231653033 38.00260023853036 46.95124153894058 20.15561956378419 20.15561956378419 205.84484579721 40.02471918828879 43.77483729230758 37.83743424477475 23.28710917628333 64.76225527601399 29.571464371994566 14.83884092508576 14.83884092508576 32.90199500420046 72.45418825140021 84.65178359781798 35.04228682720742 41.13577544415377 22.59234383591043 22.59234383591043 25.609852076077896 17.15228959033828 11.931571564550916 11.931571564550916 25.490509821379966 35.103823629175906 48.783704449805285 31.841958066338243 39.5285044743817 14.077606330623116 14.077606330623116 68.92694013447297 139.87348630545029 33.00725427152122 20.16313155364123 10.853354320209029 10.853354320209029 30.19005547326162 27.297547135435238 25.618706550058107 20.368914592662367 14.051765013691341 14.051765013691341 52.56289864945135 20.882930726010137 27.28729932604707 26.610930378839328 25.83069304565229 13.048747066289545 13.048747066289545 32.091393901031154 21.75001399476347 29.354695921149577 16.782106817618704 37.02255889472504 16.215850270645692 16.215850270645692 30.82646333687165 19.987940817468058 11.35109686329916 11.35109686329916 25.32829093308626 14.506931973858892 59.869458002140604 13.729784711202083 38.877720257542634 14.10359528630909 14.10359528630909 46.70298271737914 43.30589605629197 41.61552411207467 83.62095016763604 23.215020777946545 19.932553775168902 19.932553775168902 34.49977519848644 98.97183712981688 18.21918555775525 25.525947625035926 42.91880671129257 18.02259415289597 18.02259415289597
